I0,I1,I2,I3,I4,I5,I6,I7,I8,new_col
41.430733,-5.44141,0.181826,1.170664,1.370455,279.456146,0.183061,0.983102,8.810128,1
42.927605,-6.703566,0.18757,0.708759,0.502339,-457.732849,0.186472,0.982037,9.560385,1
43.476685,-6.785792,0.192788,0.681592,0.464567,-392.399902,0.193549,0.980936,10.587949,1
45.33062,-7.021113,0.199154,0.603673,0.364421,-375.481842,0.19956,0.979886,10.864359,1
45.031021,-5.760576,0.205035,0.980256,0.960901,-77.966377,0.204387,0.97889,10.199359,1
46.60976,-5.449737,0.210714,1.031292,1.063563,-177.392014,0.211089,0.977467,8.944743,1
47.158562,-3.404129,0.216403,1.537618,2.364268,977.881348,0.216671,0.976258,8.790384,1
49.103222,-4.645821,0.222033,1.117985,1.24989,329.319458,0.220213,0.975049,8.898974,1
48.699703,-5.573566,0.227005,0.785698,0.617321,7.689763,0.226724,0.973959,9.454487,1
48.628723,-5.799079,0.231151,0.642102,0.412296,-195.849442,0.231116,0.972926,10.586154,1
49.879681,-5.114454,0.236153,0.896807,0.804262,311.620209,0.235516,0.97187,10.328589,1
52.96032,-5.138079,0.241098,0.807354,0.65182,91.821297,0.239749,0.970835,9.549615,1
52.459343,-4.542127,0.246046,0.900042,0.810076,96.816963,0.245135,0.969489,9.368333,1
52.262363,-4.648752,0.250645,0.826234,0.682663,-83.2939,0.249982,0.968294,9.312692,1
53.312145,-4.681252,0.255275,0.713879,0.509623,28.590883,0.253756,0.967268,9.765897,1
53.134575,-4.194241,0.259344,0.771942,0.595895,112.861656,0.257904,0.966169,9.966025,1
53.981369,-4.793492,0.262612,0.582564,0.339381,-87.809319,0.26351,0.965141,9.659102,1
55.656624,-4.405467,0.267165,0.61126,0.373638,95.512276,0.264883,0.96428,9.712949,1
56.45507,-4.20868,0.270136,0.563767,0.317833,-9.512833,0.267404,0.963585,10.01,1
56.532539,-4.657244,0.273385,0.378349,0.143148,-81.005714,0.270817,0.962631,10.061153,1
59.406467,-4.083886,0.275877,0.483546,0.233817,98.409164,0.272391,0.961921,10.058461,1
59.899654,-5.155666,0.278586,0.192212,0.036945,-347.425781,0.275813,0.961211,10.233461,1
62.003571,-3.925833,0.281019,0.471055,0.221893,106.883301,0.279288,0.960539,10.789871,1
62.307613,-3.699383,0.283381,0.463121,0.214481,87.6269,0.279603,0.95979,11.520385,1
63.247238,-3.371901,0.286354,0.517438,0.267743,111.182877,0.283556,0.958956,11.401923,1
62.92342,-2.970956,0.290001,0.554276,0.307222,-276.118683,0.286869,0.95797,10.653461,1
63.448143,-2.894809,0.293285,0.492617,0.242671,-84.406982,0.289098,0.957017,10.204743,1
63.868858,-2.045753,0.296766,0.579732,0.33609,-83.594635,0.294383,0.955949,10.634615,1
64.056709,-2.361519,0.29967,0.396669,0.157347,-97.619171,0.295961,0.955199,10.455128,1
64.089912,-2.745191,0.3019,0.183605,0.033711,-286.009521,0.298128,0.954525,10.612179,1
64.034096,-1.739387,0.303729,0.355751,0.126559,-3.968861,0.299867,0.953981,10.189487,1
64.663651,-1.888398,0.305908,0.297139,0.088291,-89.130486,0.301633,0.953424,9.221153,1
65.215118,-1.608881,0.307567,0.277188,0.076833,-12.198428,0.303,0.95299,8.845128,1
65.335236,-1.290646,0.308901,0.24207,0.058598,-0.239277,0.304355,0.952559,9.365641,1
65.13179,-1.462488,0.309756,0.122522,0.015012,-1.361841,0.304827,0.952307,9.616025,1
64.50351,-1.658505,0.310415,0.010772,0.000116,-96.893288,0.305538,0.95218,9.577435,1
63.672935,-1.223399,0.310639,0.078263,0.006125,92.034264,0.305614,0.952156,9.588205,1
63.7034,-1.412107,0.310633,-0.05245,0.002751,-98.122467,0.305661,0.952165,9.467052,1
63.990982,-0.990142,0.310605,0.030181,0.000911,-101.598198,0.305467,0.952202,9.483205,1
64.683693,-1.177669,0.310216,-0.104269,0.010872,-92.855377,0.305249,0.952272,9.478718,1
64.71244,-1.061508,0.309779,-0.133636,0.017859,-99.60009,0.304772,0.952423,9.126025,1
64.49897,-0.909288,0.30918,-0.171298,0.029343,-11.127179,0.304277,0.952635,9.205897,1
63.515594,-0.756359,0.30831,-0.209838,0.044032,-7.929935,0.303014,0.952985,9.712949,1
63.111935,-0.57069,0.306993,-0.238491,0.056878,-98.208725,0.301736,0.95339,9.899615,1
63.732483,-0.207691,0.305869,-0.243562,0.059322,1.589826,0.299169,0.95378,10.115897,1
63.695763,0.112726,0.304351,-0.149052,0.022216,188.442612,0.2993,0.954159,10.126666,1
64.021492,0.420663,0.303198,-0.138235,0.019109,96.170692,0.298353,0.954456,10.036922,1
64.607956,-0.435922,0.301974,-0.430491,0.185323,-290.648102,0.297139,0.954834,9.661795,1
64.073639,0.321225,0.30064,-0.339161,0.11503,-100.964615,0.296132,0.955257,9.52718,1
63.27533,0.633275,0.299004,-0.344478,0.118665,-93.678596,0.294568,0.955718,10.471282,1
62.08939,1.27697,0.297778,-0.230035,0.052916,-4.459087,0.291444,0.956123,11.427051,1
62.065392,1.517422,0.296797,-0.288087,0.082994,-262.283112,0.292459,0.956451,11.306794,1
63.817364,2.059755,0.295242,-0.27929,0.078003,-88.54319,0.290636,0.956834,11.718718,1
64.243134,1.953079,0.293101,-0.463217,0.21457,97.369667,0.288388,0.957514,10.865256,1
64.087227,1.856476,0.290017,-0.56781,0.322408,-110.064049,0.284687,0.95862,9.702179,1
63.359573,1.330829,0.285981,-0.78017,0.608666,-205.117188,0.280145,0.959805,9.439231,1
62.430351,1.151791,0.281675,-0.898254,0.80686,-283.682526,0.276599,0.960984,11.509615,1
63.60952,2.30871,0.277423,-0.617039,0.380737,72.270294,0.272443,0.962172,12.048077,1
62.292732,1.336391,0.273878,-0.937004,0.877977,-338.754456,0.268514,0.96327,11.629871,1
62.60746,2.945847,0.269506,-0.666082,0.443665,-196.983444,0.265004,0.964248,11.310385,1
63.011452,3.561525,0.265193,-0.622122,0.387035,197.261765,0.261302,0.965256,11.128205,1
63.614792,3.936894,0.260813,-0.61124,0.373614,283.310486,0.25634,0.966585,9.566667,1
62.304844,2.661364,0.255789,-0.998219,0.996442,-211.962311,0.251056,0.967847,8.838846,1
61.24712,3.603973,0.250402,-0.934134,0.872607,47.004189,0.245718,0.969341,9.773974,1
60.904457,4.454942,0.244392,-0.860945,0.741227,-24.261826,0.239937,0.970788,11.107564,1
59.761734,3.643054,0.238899,-1.194271,1.426283,-159.889297,0.233539,0.972348,10.35641,1
61.273254,3.674406,0.230956,-1.256236,1.57813,-218.222046,0.226577,0.973993,9.997436,1
59.266403,4.878818,0.223886,-1.038618,1.078728,-89.994453,0.220815,0.975315,8.055385,1
58.420918,3.382806,0.216005,-1.477557,2.183175,-144.03302,0.211957,0.977279,8.911538,1
58.796429,3.722771,0.208475,-1.497389,2.242174,-235.504333,0.205015,0.978898,9.406026,1
57.295475,3.55485,0.200292,-1.706139,2.91091,-438.823151,0.196026,0.98058,9.948076,1
55.565212,4.617574,0.191299,-1.416152,2.005487,149.092499,0.187445,0.982275,10.45423,1
54.935982,5.579288,0.183819,-1.297642,1.683875,299.252411,0.178414,0.983955,10.064743,1
54.066559,5.064288,0.173738,-1.405517,1.975479,-6.280246,0.170298,0.985393,9.790128,1
53.172485,5.080711,0.165608,-1.461197,2.135095,-285.727386,0.163498,0.986544,8.951025,1
51.635815,5.186638,0.157156,-1.485078,2.205455,-31.487875,0.15358,0.988106,9.49577,1
50.871185,4.812011,0.148914,-1.697666,2.882069,-321.460388,0.146411,0.989301,9.396153,1
50.089813,7.740374,0.141174,-1.094164,1.197195,409.32077,0.137776,0.990379,8.793974,1
49.83852,7.495348,0.133273,-1.148244,1.318464,85.218727,0.129949,0.99152,8.802949,1
50.642155,7.455471,0.126077,-1.317387,1.735509,140.298401,0.120977,0.992681,9.283076,1
51.829201,5.301837,0.115041,-1.863419,3.47233,-241.871628,0.112096,0.993697,8.955513,1
50.207897,8.572018,0.106569,-1.135699,1.289812,7.171411,0.105036,0.994468,8.639615,1
52.122353,6.055932,0.097051,-1.823013,3.323378,-482.525238,0.093697,0.995601,8.030256,1
51.146217,6.74649,0.086699,-1.630335,2.657991,240.219833,0.083173,0.996526,7.961154,1
50.124561,6.679279,0.07637,-1.743999,3.041533,-32.18626,0.072818,0.997345,8.750897,1
50.372543,8.225593,0.066016,-1.267338,1.606145,996.98761,0.062311,0.998057,8.43141,1
50.521576,7.255089,0.056917,-1.614771,2.607484,292.685059,0.051054,0.998696,8.135256,1
50.123669,5.657048,0.044183,-1.939825,3.762923,-25.621073,0.041053,0.999157,10.758461,1
49.816887,8.391046,0.034813,-1.348333,1.818002,-113.390007,0.032536,0.999471,9.303718,1
48.268524,5.538325,0.023675,-2.071661,4.29178,-473.174805,0.020208,0.999796,10.45423,1
48.489235,6.688967,0.013069,-1.546351,2.391203,289.597595,0.009589,0.999954,10.193077,1
47.869583,6.542902,0.003275,-1.485269,2.206024,133.953995,0.000387,1.0,9.905897,1
47.19828,6.327302,-0.005393,-1.575868,2.483358,-575.994568,-0.005393,0.999967,9.044359,1
46.721634,7.014995,-0.012691,-1.397882,1.954075,-82.285454,-0.017325,0.99985,9.548717,1
48.819557,5.364504,-0.022738,-1.67979,2.821695,-131.406143,-0.025239,0.999681,10.092564,1
49.058605,5.68293,-0.030652,-1.496312,2.238949,-92.113205,-0.031684,0.999498,8.528333,1
48.372704,6.877201,-0.038065,-1.257878,1.582258,241.100922,-0.040253,0.999196,9.187948,1
49.777843,6.851427,-0.045166,-1.281986,1.643488,-27.931292,-0.047707,0.998861,7.745769,1
50.965153,6.12612,-0.053649,-1.378716,1.900858,263.087463,-0.055998,0.998431,8.865769,1
51.743561,6.579198,-0.061522,-1.203876,1.449317,360.646606,-0.064307,0.99793,9.161025,1
50.819504,7.55565,-0.06914,-0.944358,0.891812,537.34436,-0.071915,0.997411,8.566923,1
50.943134,6.922326,-0.076857,-1.116019,1.245499,141.559677,-0.079373,0.996845,8.839744,1
49.671692,6.027266,-0.084551,-1.281941,1.643372,-0.602983,-0.085549,0.996334,11.089615,1
49.875793,5.918688,-0.091573,-1.182606,1.398558,-112.844063,-0.093398,0.99561,10.81141,1
49.357021,5.685177,-0.098146,-1.171857,1.373249,-395.714996,-0.10043,0.994977,9.93641,1
48.855434,6.615654,-0.103514,-0.846675,0.716859,-122.663239,-0.104618,0.994512,9.813461,1
49.508274,6.066314,-0.10854,-0.933489,0.871402,-8.605217,-0.109792,0.993966,10.187692,1
50.960522,7.372025,-0.111682,-0.601735,0.362084,-69.924965,-0.113404,0.993559,9.616025,1
50.623569,6.833285,-0.116187,-0.677185,0.45858,-94.680367,-0.116902,0.993136,9.920257,1
50.623798,7.290965,-0.11965,-0.482825,0.23312,183.686111,-0.120145,0.992756,9.861923,1
50.824032,6.139543,-0.123996,-0.69043,0.476694,-11.559607,-0.124947,0.992163,9.336923,1
50.282944,6.109703,-0.127339,-0.588632,0.346488,-195.869904,-0.127971,0.991742,9.006666,1
50.883801,5.81156,-0.131231,-0.592328,0.350853,150.394257,-0.131934,0.991259,9.587308,1
51.312153,6.382297,-0.133949,-0.424232,0.179973,-18.606619,-0.134598,0.9909,9.887051,1
50.919155,5.885329,-0.136527,-0.529318,0.280178,-86.160912,-0.13708,0.990488,9.390769,1
50.222191,5.911046,-0.139683,-0.436912,0.190892,-99.69371,-0.140179,0.990126,9.511025,1
50.286392,6.259282,-0.141916,-0.343395,0.11792,-96.385178,-0.141974,0.98987,9.060513,1
50.93792,5.589314,-0.144393,-0.576525,0.332381,-304.004608,-0.144654,0.989482,9.223846,1
50.001953,6.069418,-0.146839,-0.39884,0.159073,-15.316034,-0.147289,0.989093,9.436539,1
50.212196,5.905689,-0.149694,-0.39514,0.156136,100.667404,-0.150013,0.988684,9.769487,1
50.00935,6.282173,-0.152202,-0.220048,0.048421,376.493408,-0.152535,0.988298,9.542436,1
50.541355,5.59474,-0.154174,-0.308288,0.095041,94.977188,-0.154502,0.987992,9.891539,1
50.722534,5.390404,-0.156348,-0.310901,0.096659,-8.274375,-0.156318,0.987707,10.284616,1
51.388588,4.919118,-0.15845,-0.289731,0.083944,8.740244,-0.157979,0.987442,10.941538,1
50.506676,4.53208,-0.160085,-0.279756,0.078263,-0.307469,-0.159402,0.987144,10.624743,1
50.678677,4.419327,-0.161219,-0.136401,0.018605,104.776245,-0.160522,0.98699,10.726153,1
50.74799,3.695866,-0.162051,-0.208886,0.043633,-91.940353,-0.161568,0.986861,10.927179,1
49.60767,3.260228,-0.162712,-0.198926,0.039571,-191.382629,-0.162194,0.986759,10.608589,1
49.63813,3.188266,-0.163002,-0.186509,0.034786,-184.04425,-0.162281,0.986734,11.197308,1
47.919796,3.671392,-0.16309,0.023556,0.000555,193.41095,-0.162395,0.986726,10.865256,1
47.350101,2.985723,-0.163087,-0.033114,0.001097,3.645711,-0.162114,0.986772,11.325641,1
47.880692,3.153184,-0.162447,0.183586,0.033704,195.78894,-0.161554,0.986864,11.384871,1
48.617344,2.715021,-0.161592,0.196755,0.038713,9.09208,-0.16089,0.98704,11.632564,1
49.309437,2.227979,-0.16049,0.130198,0.016952,-42.002594,-0.15952,0.987194,11.032179,1
49.763981,1.995373,-0.15916,0.266737,0.071149,102.323601,-0.158065,0.987429,9.710257,1
50.827591,1.117796,-0.158035,0.163988,0.026892,-4.531118,-0.156738,0.98764,9.715641,1
50.343704,0.868108,-0.156465,0.22743,0.051724,4.180704,-0.155828,0.987824,10.458717,1
49.16341,-0.329955,-0.155279,0.147537,0.021767,-176.624435,-0.154221,0.988036,11.125512,1
47.340584,-0.516989,-0.153557,0.259551,0.067367,-90.795792,-0.151978,0.988357,10.971153,1
46.896698,0.025172,-0.151158,0.440673,0.194192,2.847097,-0.149606,0.988715,11.820127,1
44.628757,-1.528003,-0.149226,0.175951,0.030959,-187.865753,-0.147948,0.988995,10.924487,1
45.547596,-0.635574,-0.146192,0.49372,0.243759,15.4301,-0.144607,0.989489,10.095256,1
48.723206,-1.296466,-0.143474,0.374035,0.139902,-197.299728,-0.140953,0.990016,8.933077,1
47.14674,0.921341,-0.138549,0.810867,0.657506,104.149925,-0.136527,0.990636,9.430256,1
45.976563,0.920789,-0.134405,0.76875,0.590977,189.635635,-0.13323,0.991085,9.720128,1
46.426617,0.927682,-0.12985,0.681059,0.463841,-79.185631,-0.128215,0.991746,10.298077,1
44.762352,2.08258,-0.1253,1.011599,1.023333,124.843018,-0.123508,0.99236,9.34859,1
44.939831,1.339322,-0.120401,0.831878,0.692022,-3.350142,-0.118264,0.992982,9.712949,1
44.523613,0.505456,-0.11531,0.736102,0.541846,-188.641464,-0.1135,0.993538,9.983974,1
45.384789,0.831633,-0.110579,0.814387,0.663226,-276.096039,-0.10754,0.994201,9.905,1
44.352669,1.289388,-0.103927,1.072387,1.150015,6.483586,-0.101786,0.994798,10.71359,1
43.707985,2.211053,-0.097995,1.409996,1.988088,414.554108,-0.096969,0.995287,8.601026,1
43.37804,-0.062121,-0.092743,0.888956,0.790243,120.229057,-0.090657,0.995882,8.974359,1
44.36713,0.019977,-0.086442,1.001753,1.00351,-78.730034,-0.084869,0.996422,8.277051,1
43.447639,-0.903658,-0.080445,0.804861,0.647801,-399.789063,-0.078657,0.996902,9.537949,1
42.911572,0.539261,-0.074137,1.269327,1.61119,20.577225,-0.07407,0.997404,9.82423,1
42.757793,-0.322903,-0.069125,1.052177,1.107077,63.091225,-0.065652,0.997831,8.342564,1
43.629887,2.091136,-0.061305,1.799204,3.237136,1103.265503,-0.058896,0.998264,8.872949,1
44.063473,1.584006,-0.054579,1.607927,2.585429,-642.667053,-0.053572,0.998564,6.916538,1
44.351147,-1.968455,-0.048258,0.59081,0.349057,-658.638855,-0.048239,0.998954,9.500257,1
43.16349,-1.340104,-0.042036,0.853715,0.728829,104.64566,-0.039582,0.999213,10.369871,1
42.817814,-1.10538,-0.035348,0.80625,0.650039,-212.938263,-0.033387,0.999446,9.922949,1
42.474121,0.191816,-0.028797,1.126565,1.269149,14.53179,-0.026675,0.999644,11.638845,1
43.361034,0.585511,-0.022891,1.173815,1.377841,-280.867401,-0.019827,0.999803,10.837436,1
42.598827,0.561039,-0.014835,1.16524,1.357785,-262.250977,-0.012696,0.999919,9.721025,1
43.461266,-0.428077,-0.008235,0.953067,0.908337,-194.304291,-0.002059,0.999979,9.974102,1
43.930908,-0.794442,-0.001557,0.843635,0.71172,-459.561829,0.000641,1.0,10.29,1
44.254826,-0.103192,0.005106,1.171585,1.372612,-76.424652,0.007273,0.999974,11.111154,1
44.936131,-0.359296,0.011957,1.238459,1.53378,28.502542,0.014115,0.9999,11.086923,1
45.889252,0.142069,0.019283,1.524973,2.325543,608.14032,0.019282,0.999759,10.139231,1
45.798195,-0.690577,0.026875,1.381628,1.908897,386.45108,0.029383,0.999568,11.208974,1
46.610104,-0.727965,0.034248,1.520908,2.313163,234.073807,0.036826,0.999322,9.620513,1
45.936584,-0.511754,0.04129,1.619063,2.621366,820.566406,0.041279,0.999052,10.610384,1
46.813953,-0.07508,0.048483,1.788707,3.199474,1138.545532,0.048464,0.998697,11.758204,1
47.953091,-2.197489,0.055425,1.230747,1.514738,499.458984,0.058327,0.99831,9.587308,1
48.704727,-2.61886,0.062777,0.995934,0.991884,15.741477,0.06515,0.997875,8.160384,1
48.651436,-1.719764,0.069511,1.151542,1.326049,198.86116,0.071557,0.997437,8.348846,1
47.895935,-1.630502,0.076586,1.088998,1.185916,-221.391769,0.078209,0.996937,9.207692,1
47.091953,-1.468414,0.082787,1.022739,1.045995,-189.016785,0.084312,0.996439,8.702435,1
48.078686,-1.325923,0.08882,1.000789,1.001579,-182.175491,0.090437,0.995902,9.361154,1
48.63308,-2.049704,0.093838,0.958177,0.918104,125.863007,0.095776,0.995403,9.279487,1
49.769539,-2.331831,0.099511,0.933501,0.871424,370.286133,0.100812,0.994892,9.73,1
48.682575,-3.867163,0.104711,0.57939,0.335693,-670.400208,0.106053,0.99436,10.125769,1
50.706863,-1.654795,0.110033,1.309704,1.715324,422.93808,0.112253,0.993728,8.443974,1
51.49778,-3.469862,0.115622,0.839379,0.704558,41.796768,0.116854,0.993149,7.669487,1
51.663692,-3.286659,0.120351,0.851447,0.724962,2.148445,0.122014,0.992564,7.829231,1
53.257729,-3.489093,0.124704,0.704718,0.496628,-99.052315,0.125604,0.99208,8.464615,1
53.596542,-3.966418,0.128282,0.611118,0.373465,199.523773,0.129128,0.991628,8.748205,1
54.492466,-5.462933,0.131483,0.302455,0.091479,-474.789612,0.132082,0.991216,10.070128,1
54.940403,-4.835437,0.134461,0.484902,0.23513,105.637306,0.134919,0.990856,9.686923,1
55.836731,-6.143716,0.137238,0.271775,0.073861,-376.414917,0.137914,0.990444,9.191538,1
55.92461,-5.220037,0.140128,0.61578,0.379184,5.867692,0.140646,0.990009,9.132307,1
56.58416,-6.07639,0.143384,0.471675,0.222477,-170.62767,0.144083,0.989566,9.152051,1
56.604546,-6.326735,0.146774,0.470592,0.221457,-195.737991,0.147484,0.989065,8.767051,1
56.964367,-6.719355,0.150153,0.386218,0.149164,-195.476059,0.150707,0.988579,8.324615,1
57.554134,-5.757909,0.152977,0.63266,0.400258,286.020966,0.152381,0.988206,9.452692,1
58.441784,-6.281958,0.155562,0.404948,0.163983,-0.300681,0.154935,0.987817,9.905897,1
60.851257,-6.635398,0.157401,0.28582,0.081693,1.615228,0.157301,0.987551,9.365641,1
62.15337,-6.683204,0.158947,0.240949,0.058057,-61.728039,0.15871,0.987325,9.567564,1
64.798706,-6.208112,0.160651,0.363833,0.132374,193.848358,0.160305,0.987068,10.462308,1
66.897942,-7.239397,0.161997,0.078853,0.006218,88.277054,0.161554,0.986864,9.935513,1
69.119934,-6.950251,0.163083,0.13173,0.017353,-23.535896,0.162758,0.986666,9.388077,1
70.835991,-6.39718,0.164282,0.231865,0.053761,102.879539,0.163544,0.986494,9.598974,1
72.998077,-6.192278,0.165189,0.204405,0.041781,87.861732,0.164439,0.986325,11.088717,1
75.843468,-6.058743,0.166011,0.184902,0.034189,5.880005,0.165322,0.986239,11.322948,1
76.613937,-7.189843,0.166257,-0.096347,0.009283,-362.779175,0.165492,0.986194,11.304102,1
78.459732,-6.566404,0.166501,0.113424,0.012865,196.136887,0.165733,0.986132,11.170384,1
80.284546,-6.546535,0.166903,0.116245,0.013513,99.796257,0.166163,0.986098,11.440513,1
81.854691,-6.755368,0.167579,0.029914,0.000895,-191.616119,0.167772,0.98595,10.938846,1
82.945488,-6.22987,0.168313,0.114417,0.013091,-5.075726,0.167519,0.985833,10.346539,1
83.275261,-5.072241,0.169199,0.28236,0.079727,184.577072,0.168393,0.985691,10.010898,1
85.198563,-5.96164,0.169687,-0.016894,0.000285,-93.513023,0.168828,0.985645,9.805385,1
86.878098,-6.628452,0.169362,-0.216177,0.046732,-182.552826,0.168554,0.985703,9.118846,1
89.095909,-5.692723,0.168837,-0.071481,0.00511,184.104553,0.167059,0.98584,9.204103,1
92.464043,-5.6371,0.168194,-0.1007,0.01014,179.333862,0.167291,0.985907,10.382436,1
94.029121,-5.650434,0.167687,-0.123587,0.015274,87.668823,0.166902,0.985969,11.234102,1
95.70887,-5.375519,0.167307,-0.123141,0.015164,1.875012,0.166527,0.986027,12.226666,1
95.828796,-4.862784,0.167255,0.001916,4e-06,105.086853,0.166217,0.986089,11.978974,1
97.213074,-6.26179,0.166279,-0.237682,0.056493,-89.132347,0.165079,0.98628,10.903846,1
97.331017,-6.943476,0.165243,-0.286763,0.082233,-184.47493,0.164077,0.986448,9.89782,1
95.506859,-5.155039,0.164952,0.142931,0.020429,186.781952,0.164464,0.986383,9.818846,1
95.970001,-6.385386,0.164476,-0.288375,0.08316,-195.568848,0.163446,0.986552,9.965128,1
93.235146,-5.942058,0.163088,-0.196778,0.038721,-0.675015,0.16216,0.986764,11.264615,1
92.00177,-5.818912,0.16172,-0.22982,0.052817,86.83226,0.161016,0.98698,12.998462,1
91.7174,-6.532475,0.160557,-0.407485,0.166044,-131.194351,0.159479,0.987202,13.544103,1
91.377548,-5.168781,0.160039,0.066089,0.004368,109.87645,0.159437,0.987208,12.685256,1
93.117737,-6.238415,0.16009,-0.162053,0.026261,-275.981689,0.159502,0.987198,11.736667,1
94.608475,-4.690671,0.160735,0.23847,0.056868,99.16687,0.160223,0.987081,11.063589,1
97.322548,-4.973765,0.161393,0.050303,0.00253,-92.509659,0.160743,0.986996,10.891282,1
97.401237,-4.435744,0.162313,0.037081,0.001375,-190.413696,0.161579,0.98686,10.63282,1
99.860428,-3.67682,0.162372,0.110534,0.012218,186.979492,0.161659,0.986858,10.870641,1
100.353287,-4.258518,0.161808,-0.100374,0.010075,50.788212,0.161102,0.987018,10.829359,1
101.101349,-4.072439,0.161047,-0.110598,0.012232,-188.909912,0.159375,0.987113,10.60141,1
100.886749,-4.334981,0.159786,-0.21286,0.04531,93.291359,0.15813,0.987432,10.517948,1
100.215378,-4.008604,0.157916,-0.160263,0.025684,-102.721642,0.156746,0.987639,10.954103,1
98.544548,-3.922595,0.156027,-0.171411,0.029382,184.881912,0.155326,0.987864,11.200897,1
96.981773,-4.076226,0.154685,-0.268569,0.072129,96.727409,0.154069,0.988143,11.880256,1
95.308495,-3.953344,0.153343,-0.276708,0.076567,-101.088127,0.151767,0.988332,11.529359,1
92.6968,-3.757606,0.151975,-0.257497,0.066305,-46.06213,0.150791,0.988565,11.423461,1
93.066086,-3.19413,0.151074,-0.14547,0.021161,-96.836517,0.149523,0.988712,11.357948,1
91.237244,-2.780357,0.149923,-0.061538,0.003787,92.366478,0.149362,0.988826,11.163205,1
90.601265,-2.49009,0.149231,-0.043491,0.001892,101.739189,0.148316,0.98894,11.178461,1
88.413895,-1.538393,0.148639,0.161393,0.026048,96.295464,0.148252,0.98895,10.825769,1
87.431015,-2.824003,0.148005,-0.20853,0.043485,7.903447,0.147351,0.989084,11.19641,1
86.883347,-1.37613,0.148189,0.113422,0.012865,15.460562,0.147647,0.989017,10.998076,1
85.052666,-0.852784,0.148798,0.137522,0.018912,-51.071491,0.148147,0.988966,10.922692,1
83.872101,-0.864415,0.14895,0.036206,0.001311,-98.075943,0.14838,0.98893,10.639102,1
82.870598,-1.201952,0.148776,-0.047215,0.002229,-87.604462,0.14859,0.988899,9.860128,1
81.773148,-1.356017,0.149001,-0.105706,0.011174,94.994514,0.148626,0.988893,8.968974,1
82.834595,-0.171883,0.149584,0.104842,0.010992,0.014977,0.149126,0.988818,7.80141,1
80.768608,0.134315,0.150154,-0.007374,5.4e-05,-97.80088,0.149827,0.988712,9.099999,1
82.258125,0.350952,0.150137,-0.176947,0.03131,-107.168175,0.149573,0.988739,9.423974,1
81.448952,0.720653,0.149786,-0.235663,0.055537,-201.547089,0.149081,0.988825,9.287564,1
82.470497,1.770379,0.149562,0.056738,0.003219,117.343262,0.149005,0.988855,7.866923,1
82.418564,1.721925,0.14935,0.096607,0.009333,373.52066,0.14814,0.988967,6.562051,1
83.891113,1.524217,0.148308,-0.043495,0.001892,173.556519,0.147151,0.989114,6.725385,1
82.958954,-0.016404,0.145877,-0.524127,0.274709,-116.624016,0.144819,0.989458,6.286538,1
80.654648,0.038974,0.142272,-0.526335,0.277028,78.007935,0.140526,0.990077,6.632051,1
77.766891,-1.215548,0.137805,-0.761027,0.579162,-115.163445,0.135416,0.990755,7.903718,1
72.895676,-2.471953,0.133145,-0.949789,0.902099,-279.578857,0.131428,0.991325,9.40064,1
70.407387,-1.392786,0.129579,-0.546129,0.298257,99.796837,0.128241,0.99173,10.377949,1
69.438263,-2.209803,0.12721,-0.561209,0.314956,-161.572891,0.12591,0.992042,8.971666,1
66.180695,-0.806272,0.126221,0.095965,0.009209,20.355076,0.125836,0.992051,8.346153,1
61.707443,-1.636784,0.126192,-0.034505,0.001191,-91.271751,0.126113,0.992016,6.545,1
60.177406,-0.168668,0.127053,0.231047,0.053383,195.182541,0.127688,0.991906,5.143205,1
57.554363,-0.587507,0.127606,0.00861,7.4e-05,-101.426567,0.127259,0.991868,4.311282,1
55.203201,0.050531,0.127464,0.111288,0.012385,261.378601,0.126653,0.991947,3.36359,1
53.537968,-0.652261,0.12623,-0.142734,0.020373,224.059814,0.125895,0.992115,4.485384,1
51.716969,-0.359261,0.124825,-0.275577,0.075943,156.868546,0.123524,0.992363,6.148333,1
49.74173,0.006233,0.121973,-0.454865,0.206902,-19.83832,0.120897,0.992665,6.831282,1
48.895706,1.462558,0.11966,-0.246998,0.061008,186.479004,0.118657,0.992935,6.798077,1
47.780426,1.067036,0.117291,-0.244257,0.059662,121.324898,0.116534,0.993185,7.914487,1
46.066376,1.079516,0.116095,0.047301,0.002237,288.968079,0.115347,0.993295,9.226539,1
45.526775,0.521002,0.115887,0.051344,0.002636,43.039265,0.115523,0.993305,9.011153,1
45.173794,0.264891,0.115583,-0.131415,0.01727,-22.066523,0.115238,0.993338,7.620128,1
44.225319,0.81323,0.115187,-0.029957,0.000897,7.590403,0.114488,0.993425,8.174744,1
44.730518,0.312363,0.114168,-0.081357,0.006619,104.239456,0.113787,0.993505,8.590257,1
43.293007,1.169106,0.114303,0.002056,4e-06,-200.478851,0.114424,0.993432,9.174487,1
45.569412,1.216087,0.113641,-0.182839,0.03343,358.702209,0.112904,0.993606,9.567564,1
45.772285,1.184504,0.112262,-0.189706,0.035988,-94.062042,0.11105,0.993784,9.623205,1
48.042854,0.324062,0.110462,-0.269004,0.072363,-16.488415,0.109732,0.993961,10.205641,1
48.912781,0.869125,0.109637,-0.150783,0.022736,-1.820976,0.109111,0.99403,10.185897,1
50.713745,0.583811,0.108384,-0.245171,0.060109,2.10535,0.107609,0.994193,9.499359,1
52.560249,0.512506,0.106795,-0.225714,0.050947,-1.304194,0.105959,0.994371,9.170897,1
